;cidade;area;quartos;banheiro;estacionamento;andar;aceita animal?;mobilhado;valor condomínio (R$);valor do aluguel (R$);imposto do imóvel (R$);seguro fiança (R$);total (R$);valores mensais (R$);valores anuais (R$)
8264;Porto Alegre;60;1;1;1;4;não aceita;sem mobilha;2400;800;209;12;3421;3200;38621
8265;Belo Horizonte;85;3;2;1;2;não aceita;sem mobilha;450;1500;85;20;2055;1950;23505
8266;São Paulo;70;2;1;0;24;não aceita;mobilhado;450;3200;50;41;3741;3650;43891
8267;Rio de Janeiro;50;1;1;0;2;não aceita;sem mobilha;800;800;26;11;1637;1600;19237
8268;São Paulo;38;1;1;0;6;aceita;sem mobilha;420;2080;24;27;2551;2500;30051
8269;Porto Alegre;147;3;3;3;-;aceita;sem mobilha;0;2600;81;47;2728;2600;31328
8270;Porto Alegre;222;3;2;2;3;não aceita;mobilhado;770;5083;350;75;6278;5853;70661
8271;São Paulo;185;4;4;4;8;aceita;sem mobilha;2500;7500;1042;96;11140;10000;121138
8272;Campinas;284;3;5;6;-;aceita;sem mobilha;550;5100;417;77;6144;5650;68294
8273;São Paulo;45;2;1;1;6;não aceita;sem mobilha;240;1470;30;19;1759;1710;20569
8274;Rio de Janeiro;290;3;3;1;9;aceita;sem mobilha;1600;5300;853;69;7822;6900;83722
8275;São Paulo;74;3;2;2;15;aceita;sem mobilha;850;1250;100;16;2216;2100;25316
8276;Campinas;115;3;2;2;15;aceita;sem mobilha;1018;2690;214;35;3957;3708;44745
8277;Porto Alegre;37;1;1;0;4;aceita;sem mobilha;338;1600;67;24;2029;1938;23347
8278;Belo Horizonte;650;7;6;3;-;aceita;sem mobilha;0;13000;1250;214;14460;13000;157464
8279;São Paulo;30;1;1;0;1;não aceita;sem mobilha;0;1459;0;10;1469;1459;17518
8280;São Paulo;87;1;1;2;14;aceita;mobilhado;870;7900;150;101;9021;8770;105491
8281;São Paulo;553;5;6;5;15;aceita;mobilhado;6000;3360;2827;43;12230;9360;115190
8282;São Paulo;250;3;4;4;16;aceita;sem mobilha;3421;10700;1224;136;15480;14121;170812
8283;São Paulo;600;4;5;6;-;aceita;sem mobilha;0;6000;3000;51;9051;6000;75051
8284;São Paulo;250;3;3;3;-;aceita;sem mobilha;0;4500;150;68;4718;4500;54218
8285;São Paulo;30;1;1;1;16;aceita;sem mobilha;399;1799;0;23;2221;2198;26399
8286;Belo Horizonte;62;3;1;1;2;não aceita;sem mobilha;260;950;59;13;1282;1210;14592
8287;Rio de Janeiro;115;2;2;2;1;aceita;sem mobilha;900;3000;75;39;4014;3900;46914
8288;Rio de Janeiro;130;3;1;0;4;aceita;sem mobilha;1050;6800;193;28;8071;7850;94421
8289;São Paulo;35;1;1;0;15;aceita;sem mobilha;306;2000;0;26;2332;2306;27698
8290;Belo Horizonte;350;4;3;3;9;não aceita;sem mobilha;2050;10000;658;134;12840;12050;145392
8291;São Paulo;100;3;2;0;-;não aceita;sem mobilha;0;3000;914;46;3960;3000;36960
8292;Campinas;85;3;2;2;9;aceita;sem mobilha;1225;2600;182;33;4040;3825;46115
8293;São Paulo;60;1;1;1;-;aceita;sem mobilha;0;1500;100;23;1623;1500;18123
8294;Campinas;197;3;3;2;8;aceita;sem mobilha;1600;2500;325;32;4457;4100;49557
8295;São Paulo;177;4;5;4;12;aceita;sem mobilha;1500;9200;959;117;11780;10700;129476
8296;Rio de Janeiro;96;2;1;0;8;aceita;mobilhado;700;5000;181;65;5946;5700;68646
8297;São Paulo;48;1;1;0;-;não aceita;sem mobilha;0;1150;34;18;1202;1150;13852
8298;São Paulo;678;5;6;4;-;aceita;sem mobilha;0;15000;3000;226;18230;15000;183226
8299;Rio de Janeiro;126;2;2;1;5;aceita;sem mobilha;1800;7500;420;97;9817;9300;112117
8300;São Paulo;130;3;3;1;6;aceita;sem mobilha;1390;4200;257;54;5901;5590;67391
8301;Campinas;113;2;1;1;8;aceita;sem mobilha;670;1250;92;16;2028;1920;23148
8302;São Paulo;380;3;4;2;-;aceita;sem mobilha;0;12000;959;181;13140;12000;145140
8303;São Paulo;80;1;1;1;10;aceita;sem mobilha;1800;2500;180;32;4512;4300;51812
8304;São Paulo;20;1;1;0;-;aceita;mobilhado;602;1800;130;23;2555;2402;28977
8305;São Paulo;32;1;1;1;15;aceita;sem mobilha;350;1880;0;24;2254;2230;26784
8306;São Paulo;420;4;6;4;8;aceita;sem mobilha;3500;15000;2250;191;20940;18500;224441
8307;São Paulo;500;8;5;2;-;aceita;sem mobilha;0;11000;1550;166;12720;11000;133716
8308;São Paulo;33;1;1;1;12;aceita;mobilhado;560;2900;84;37;3581;3460;41641
8309;São Paulo;700;4;6;6;-;aceita;sem mobilha;0;12500;2176;188;14860;12500;152364
8310;São Paulo;50;1;1;1;-;aceita;sem mobilha;0;1100;0;17;1117;1100;13217
8311;Porto Alegre;70;2;2;0;4;aceita;sem mobilha;330;1410;59;21;1820;1740;20960
8312;Belo Horizonte;332;3;2;8;-;não aceita;sem mobilha;0;7000;270;115;7385;7000;84385
8313;Rio de Janeiro;83;2;3;2;4;aceita;mobilhado;3850;6000;1128;78;11060;9850;119406
8314;Campinas;62;2;2;2;5;aceita;sem mobilha;800;3000;14;39;3853;3800;45653
8315;São Paulo;30;1;1;0;12;aceita;mobilhado;350;3300;0;42;3692;3650;43842
8316;São Paulo;240;4;6;4;2;não aceita;sem mobilha;2000;4410;0;56;6466;6410;76976
8317;São Paulo;27;1;1;0;-;não aceita;sem mobilha;0;835;0;13;848;835;10033
8318;Rio de Janeiro;87;3;2;1;3;aceita;sem mobilha;1200;1440;67;19;2726;2640;31766
8319;Porto Alegre;238;3;3;3;2;aceita;mobilhado;700;4180;167;62;5109;4880;58789
8320;Rio de Janeiro;68;2;1;0;3;aceita;sem mobilha;925;2300;245;30;3500;3225;38975
8321;Rio de Janeiro;30;1;1;0;19;aceita;sem mobilha;590;800;126;11;1527;1390;16817
8322;Rio de Janeiro;24;1;1;0;5;aceita;mobilhado;500;1200;25;16;1741;1700;20441
8323;São Paulo;80;3;2;1;1;não aceita;sem mobilha;402;1613;80;21;2116;2015;24281
8324;Belo Horizonte;70;3;1;1;3;aceita;sem mobilha;275;1100;63;15;1453;1375;16578
8325;São Paulo;250;4;3;2;-;não aceita;sem mobilha;0;10000;0;151;10150;10000;120151
8326;Belo Horizonte;83;3;3;2;5;aceita;mobilhado;990;3500;216;47;4753;4490;54143
8327;Porto Alegre;339;3;5;4;11;aceita;mobilhado;3000;14000;834;205;18040;17000;205039
8328;Campinas;75;2;1;1;-;aceita;sem mobilha;0;1300;0;17;1317;1300;15617
8329;São Paulo;154;4;3;3;4;aceita;sem mobilha;1630;4350;742;56;6778;5980;72558
8330;Rio de Janeiro;80;2;2;1;5;aceita;sem mobilha;891;1800;125;24;2840;2691;32441
8331;Porto Alegre;156;3;1;0;2;aceita;sem mobilha;500;1600;142;24;2266;2100;25366
8332;São Paulo;190;3;4;3;2;aceita;sem mobilha;3800;5950;1209;76;11040;9750;118285
8333;São Paulo;200;3;2;2;-;aceita;sem mobilha;0;2900;791;44;3735;2900;35635
8334;Belo Horizonte;600;3;5;8;-;aceita;sem mobilha;800;10000;202;164;11170;10800;129966
8335;Belo Horizonte;57;3;2;1;2;aceita;sem mobilha;225;1100;78;15;1418;1325;15993
8336;Belo Horizonte;110;3;2;2;3;não aceita;mobilhado;550;2600;248;20;3418;3150;38068
8337;São Paulo;240;3;4;5;9;aceita;sem mobilha;3200;6400;1400;82;11080;9600;116682
8338;São Paulo;40;1;1;1;9;não aceita;sem mobilha;440;2800;100;36;3376;3240;39016
8339;Campinas;160;3;2;2;12;aceita;sem mobilha;1026;1650;243;21;2940;2676;32376
8340;São Paulo;120;3;2;2;1;aceita;sem mobilha;2450;3940;875;50;7315;6390;77605
8341;Campinas;51;1;1;1;1;aceita;sem mobilha;670;820;90;11;1591;1490;17981
8342;Porto Alegre;55;1;1;1;3;aceita;sem mobilha;250;2300;45;34;2629;2550;30679
8343;São Paulo;820;4;4;5;-;aceita;sem mobilha;0;7225;3750;109;11080;7225;90559
8344;São Paulo;168;3;4;2;9;aceita;sem mobilha;1800;5500;65;70;7435;7300;87735
8345;Porto Alegre;68;1;2;1;4;aceita;mobilhado;500;2500;117;37;3154;3000;36154
8346;São Paulo;260;4;4;6;22;aceita;mobilhado;2480;5500;1167;70;9217;7980;96997
8347;São Paulo;93;2;2;1;8;aceita;sem mobilha;1258;2490;12;32;3792;3748;45020
8348;São Paulo;73;2;2;1;13;aceita;sem mobilha;700;1250;150;16;2116;1950;23566
8349;São Paulo;182;3;3;5;-;aceita;sem mobilha;0;4200;250;64;4514;4200;50714
8350;Rio de Janeiro;215;3;2;0;5;aceita;sem mobilha;1400;4000;38;52;5490;5400;64890
8351;São Paulo;280;3;3;4;-;aceita;sem mobilha;0;9500;990;143;10630;9500;115133
8352;Rio de Janeiro;68;2;1;1;5;aceita;sem mobilha;660;870;109;12;1651;1530;18481
8353;São Paulo;76;1;2;1;4;aceita;mobilhado;1180;4200;30;54;5464;5380;64644
8354;São Paulo;156;3;4;3;4;aceita;sem mobilha;1650;9000;667;115;11430;10650;128582
8355;Porto Alegre;271;4;3;1;7;aceita;sem mobilha;1500;3900;500;57;5957;5400;65357
8356;Campinas;297;4;6;2;3;aceita;sem mobilha;2800;2800;433;36;6069;5600;67669
8357;São Paulo;73;2;1;1;8;aceita;sem mobilha;525;1360;6;18;1909;1885;22644
8358;São Paulo;350;3;4;5;-;aceita;sem mobilha;0;5500;1092;83;6675;5500;67175
8359;São Paulo;100;2;3;3;-;aceita;mobilhado;1200;7650;250;97;9197;8850;106547
8360;São Paulo;100;3;2;0;3;não aceita;sem mobilha;800;2000;250;26;3076;2800;33876
8361;Campinas;180;3;4;4;-;aceita;sem mobilha;1000;4500;127;68;5695;5500;66195
8362;São Paulo;350;7;4;2;-;aceita;sem mobilha;0;4600;292;70;4962;4600;55562
8363;Porto Alegre;40;1;1;0;7;aceita;sem mobilha;180;1000;6;15;1201;1180;14181
8364;Rio de Janeiro;106;3;2;1;5;aceita;sem mobilha;1434;5000;338;65;6837;6434;77611
8365;São Paulo;63;2;2;1;19;aceita;mobilhado;1000;11000;133;140;12270;12000;144273
8366;Rio de Janeiro;200;4;3;2;6;aceita;mobilhado;2100;9200;603;119;12020;11300;136322
8367;Rio de Janeiro;65;2;2;0;1;aceita;sem mobilha;250;3600;103;47;4000;3850;46350
8368;Rio de Janeiro;25;1;1;0;4;aceita;mobilhado;356;1984;55;23;2418;2340;28158
8369;São Paulo;95;3;2;2;5;aceita;sem mobilha;1760;1200;296;16;3272;2960;35832
8370;São Paulo;36;1;1;1;8;aceita;mobilhado;600;3400;80;44;4124;4000;48124
8371;Rio de Janeiro;273;4;4;2;5;aceita;sem mobilha;2800;10200;632;132;13760;13000;156764
8372;São Paulo;159;2;2;1;8;aceita;mobilhado;1236;4200;251;54;5741;5436;65537
8373;Rio de Janeiro;110;2;2;1;6;aceita;mobilhado;2500;5000;1417;65;8982;7500;91482
8374;Porto Alegre;130;4;4;3;3;aceita;mobilhado;1600;10840;292;159;12890;12440;149731
8375;São Paulo;20;1;1;0;-;não aceita;sem mobilha;0;990;0;13;1003;990;11893
8376;São Paulo;330;4;5;4;-;aceita;sem mobilha;0;4000;274;61;4335;4000;48335
8377;Rio de Janeiro;30;1;1;0;8;não aceita;sem mobilha;550;1216;25;16;1807;1766;21233
8378;São Paulo;190;4;3;2;1;aceita;sem mobilha;1733;5000;570;64;7367;6733;81430
8379;São Paulo;195;2;3;1;10;aceita;sem mobilha;1500;6000;334;77;7911;7500;90411
8380;São Paulo;43;2;7;2;11;aceita;sem mobilha;257;2270;0;29;2556;2527;30353
8381;Campinas;49;2;1;1;5;aceita;sem mobilha;273;950;0;13;1236;1223;14689
8382;São Paulo;68;3;1;1;1;aceita;sem mobilha;560;1410;115;18;2103;1970;23773
8383;Porto Alegre;63;2;2;2;3;aceita;mobilhado;500;2150;70;32;2752;2650;31902
8384;São Paulo;298;4;4;3;6;aceita;sem mobilha;3356;9000;1190;115;13660;12356;149577
8385;São Paulo;52;1;2;1;4;aceita;mobilhado;795;3850;297;49;4991;4645;56086
8386;São Paulo;350;3;2;4;-;aceita;sem mobilha;0;10200;992;154;11350;10200;123546
8387;São Paulo;170;4;2;1;3;aceita;mobilhado;2437;5200;570;66;8273;7637;92280
8388;Rio de Janeiro;120;3;2;2;1;aceita;sem mobilha;1784;5300;350;69;7503;7084;85427
8389;Rio de Janeiro;30;1;1;0;19;aceita;sem mobilha;800;1250;0;17;2067;2050;24617
8390;Belo Horizonte;67;2;1;0;5;não aceita;mobilhado;388;1140;71;16;1615;1528;18423
8391;São Paulo;210;3;4;0;-;aceita;mobilhado;0;4200;175;64;4439;4200;50639
8392;Porto Alegre;40;1;1;1;1;não aceita;mobilhado;250;1050;8;16;1324;1300;15624
8393;Porto Alegre;117;3;2;1;1;aceita;sem mobilha;706;3400;217;50;4373;4106;49539
8394;São Paulo;67;2;1;1;7;aceita;sem mobilha;570;1420;4;18;2012;1990;23902
8395;Belo Horizonte;70;3;2;2;1;aceita;sem mobilha;554;1900;228;26;2708;2454;29702
8396;Porto Alegre;60;2;1;2;-;aceita;sem mobilha;0;1400;0;25;1425;1400;16825
8397;São Paulo;856;5;7;6;4;aceita;sem mobilha;7500;10000;5000;127;22630;17500;215127
8398;Rio de Janeiro;34;1;1;0;7;aceita;sem mobilha;625;1700;65;22;2412;2325;27987
8399;São Paulo;717;5;5;8;16;aceita;sem mobilha;4300;2500;5032;32;11860;6800;86664
8400;Porto Alegre;96;2;1;0;2;não aceita;sem mobilha;200;1000;40;15;1255;1200;14455
8401;São Paulo;20;1;1;0;-;aceita;mobilhado;602;1800;130;23;2555;2402;28977
8402;Porto Alegre;70;1;2;0;-;não aceita;sem mobilha;0;1500;59;27;1586;1500;18086
8403;Rio de Janeiro;65;1;1;0;10;não aceita;mobilhado;672;2400;116;31;3219;3072;37011
8404;São Paulo;58;2;2;1;18;aceita;sem mobilha;317;1783;0;23;2123;2100;25223
8405;São Paulo;140;3;3;3;2;aceita;sem mobilha;1640;4200;775;54;6669;5840;70909
8406;São Paulo;195;3;4;3;-;aceita;sem mobilha;0;8500;59;128;8687;8500;102187
8407;Rio de Janeiro;83;2;1;1;8;aceita;mobilhado;1108;1800;104;24;3036;2908;35024
8408;Porto Alegre;40;1;1;1;6;aceita;sem mobilha;180;1250;6;19;1455;1430;17185
8409;São Paulo;70;1;1;0;-;não aceita;sem mobilha;0;900;0;14;914;900;10814
8410;Rio de Janeiro;94;3;3;2;4;aceita;sem mobilha;2076;5000;357;65;7498;7076;85334
8411;São Paulo;34;1;1;1;11;não aceita;mobilhado;620;2800;0;36;3456;3420;41076
8412;Campinas;30;1;1;0;4;aceita;sem mobilha;336;503;10;7;856;839;10085
8413;São Paulo;73;2;2;1;12;aceita;sem mobilha;700;1250;150;16;2116;1950;23566
8414;Campinas;270;3;3;3;1;aceita;sem mobilha;2500;7220;560;92;10370;9720;117292
8415;São Paulo;40;1;1;1;16;não aceita;sem mobilha;900;3000;183;39;4122;3900;47022
8416;São Paulo;25;1;1;0;-;não aceita;sem mobilha;0;836;0;13;849;836;10045
8417;São Paulo;112;3;2;1;8;aceita;sem mobilha;810;3850;98;49;4807;4660;56067
8418;São Paulo;105;3;2;2;6;aceita;sem mobilha;1002;2583;35;33;3653;3585;43088
8419;São Paulo;130;3;2;2;-;aceita;sem mobilha;0;3300;108;50;3458;3300;39758
8420;Belo Horizonte;118;4;2;1;1;aceita;sem mobilha;600;2300;111;31;3042;2900;34942
8421;Campinas;85;3;2;1;1;aceita;sem mobilha;650;1300;75;17;2042;1950;23492
8422;São Paulo;380;4;4;3;-;aceita;mobilhado;0;7500;0;113;7613;7500;90113
8423;Belo Horizonte;55;2;1;1;1;aceita;sem mobilha;250;1200;83;16;1549;1450;17499
8424;São Paulo;109;3;2;1;2;aceita;sem mobilha;1450;5300;0;68;6818;6750;81068
8425;Belo Horizonte;758;5;4;5;3;aceita;sem mobilha;7630;15000;2752;200;25580;22630;274512
8426;Belo Horizonte;300;4;3;3;-;aceita;sem mobilha;0;6290;519;104;6913;6290;76103
8427;Belo Horizonte;72;2;3;0;1;aceita;mobilhado;826;2400;220;32;3478;3226;38964
8428;Belo Horizonte;148;4;3;2;12;aceita;sem mobilha;1886;5500;399;74;7859;7386;89105
8429;Porto Alegre;75;2;1;0;9;aceita;sem mobilha;450;1000;34;15;1499;1450;17449
8430;Rio de Janeiro;68;2;2;1;7;não aceita;sem mobilha;655;1100;42;15;1812;1755;21117
8431;São Paulo;64;2;2;2;8;não aceita;sem mobilha;800;2100;59;27;2986;2900;34886
8432;Belo Horizonte;206;4;3;2;4;aceita;sem mobilha;1530;6500;565;87;8682;8030;97012
8433;São Paulo;320;3;4;3;8;aceita;sem mobilha;3400;6800;1;87;10290;10200;122488
8434;Rio de Janeiro;116;3;3;2;2;não aceita;sem mobilha;557;2500;230;33;3320;3057;36947
8435;Campinas;560;7;7;8;-;aceita;sem mobilha;0;9000;911;136;10050;9000;109047
8436;São Paulo;320;4;3;4;5;aceita;sem mobilha;3000;5200;292;66;8558;8200;98758
8437;Rio de Janeiro;55;1;1;1;1;aceita;mobilhado;2750;2400;635;31;5816;5150;62466
8438;São Paulo;85;2;2;0;8;aceita;mobilhado;850;4900;0;63;5813;5750;69063
8439;São Paulo;100;2;2;1;6;não aceita;sem mobilha;1000;2690;8;35;3733;3690;44323
8440;São Paulo;400;5;5;5;-;aceita;sem mobilha;0;6400;2500;97;8997;6400;79397
8441;Porto Alegre;220;3;2;2;-;aceita;sem mobilha;0;2600;53;47;2700;2600;31300
8442;Rio de Janeiro;80;2;2;0;6;aceita;mobilhado;810;2000;289;26;3125;2810;34035
8443;Campinas;66;1;1;2;2;aceita;sem mobilha;577;1600;41;21;2239;2177;26186
8444;Porto Alegre;80;2;2;1;12;aceita;sem mobilha;500;2000;0;30;2530;2500;30030
8445;São Paulo;260;5;4;4;12;aceita;sem mobilha;3400;11000;1400;140;15940;14400;174340
8446;São Paulo;450;4;5;6;-;não aceita;mobilhado;0;9000;1150;136;10290;9000;109286
8447;Porto Alegre;88;2;2;1;3;aceita;sem mobilha;550;2100;800;31;3481;2650;32631
8448;Campinas;157;3;5;3;1;aceita;sem mobilha;2300;7000;442;89;9831;9300;112131
8449;São Paulo;129;3;5;0;14;aceita;sem mobilha;1200;6000;561;77;7838;7200;87038
8450;São Paulo;23;1;1;1;26;aceita;sem mobilha;472;2300;59;30;2861;2772;33353
8451;São Paulo;692;5;6;5;-;aceita;sem mobilha;4500;15000;1667;226;21390;19500;235893
8452;São Paulo;310;3;4;3;8;aceita;sem mobilha;2400;4500;900;58;7858;6900;83758
8453;Porto Alegre;215;3;4;2;1;aceita;sem mobilha;1900;3600;300;53;5853;5500;66353
8454;São Paulo;250;3;4;2;-;aceita;sem mobilha;0;4200;192;64;4456;4200;50656
8455;São Paulo;140;3;2;2;13;não aceita;sem mobilha;1475;2000;171;26;3672;3475;41897
8456;São Paulo;100;1;1;0;-;não aceita;sem mobilha;0;950;0;15;965;950;11415
8457;Campinas;47;2;1;1;2;aceita;sem mobilha;253;1200;20;16;1489;1453;17472
8458;Campinas;48;2;1;1;-;aceita;sem mobilha;250;1200;40;16;1506;1450;17456
8459;São Paulo;71;2;3;2;13;não aceita;sem mobilha;500;3700;50;47;4297;4200;50497
8460;São Paulo;70;2;1;2;-;não aceita;sem mobilha;0;1400;85;22;1507;1400;16907
8461;São Paulo;67;2;1;1;3;não aceita;sem mobilha;722;2600;198;33;3553;3322;40095
8462;São Paulo;120;3;2;1;-;aceita;sem mobilha;0;1850;84;28;1962;1850;22312
8463;São Paulo;465;5;5;2;-;aceita;mobilhado;0;8960;1500;135;10600;8960;109155
8464;Rio de Janeiro;120;3;2;0;5;aceita;mobilhado;981;5000;168;65;6214;5981;72005
8465;São Paulo;92;2;1;0;9;não aceita;sem mobilha;935;1790;0;23;2748;2725;32723
8466;Porto Alegre;78;3;2;2;6;aceita;mobilhado;720;3500;169;52;4441;4220;50861
8467;Campinas;60;2;1;1;3;aceita;sem mobilha;200;1100;84;14;1398;1300;15698
8468;São Paulo;100;3;1;1;10;aceita;sem mobilha;700;1400;0;18;2118;2100;25218
8469;São Paulo;87;2;3;2;16;não aceita;sem mobilha;541;5700;216;73;6530;6241;75181
8470;São Paulo;160;2;2;4;-;aceita;sem mobilha;0;2975;117;45;3137;2975;35862
8471;São Paulo;100;2;3;2;7;aceita;mobilhado;1110;4000;375;51;5536;5110;61746
8472;São Paulo;52;2;1;1;3;aceita;sem mobilha;403;1300;10;17;1730;1703;20463
8473;São Paulo;109;4;2;2;13;aceita;sem mobilha;1156;6500;319;83;8058;7656;92274
8474;Rio de Janeiro;26;1;1;0;8;não aceita;sem mobilha;305;1280;0;17;1602;1585;19037
8475;São Paulo;270;4;5;2;4;aceita;sem mobilha;4300;5500;1115;70;10990;9800;118785
8476;Belo Horizonte;208;3;4;3;-;aceita;sem mobilha;0;6000;338;99;6437;6000;72437
8477;Belo Horizonte;20;1;1;1;1;não aceita;sem mobilha;0;1000;0;14;1014;1000;12014
8478;São Paulo;50;2;1;1;5;aceita;mobilhado;505;1100;11;14;1630;1605;19285
8479;Rio de Janeiro;138;2;1;0;3;aceita;sem mobilha;810;1000;175;13;1998;1810;21908
8480;Campinas;58;2;2;2;8;não aceita;mobilhado;347;3500;0;45;3892;3847;46209
8481;São Paulo;198;3;4;3;13;aceita;mobilhado;2699;8000;917;102;11720;10699;129407
8482;São Paulo;115;4;4;3;2;aceita;sem mobilha;2600;4000;417;51;7068;6600;79668
8483;Rio de Janeiro;128;3;3;2;3;aceita;sem mobilha;2300;13000;726;168;16190;15300;184494
8484;São Paulo;66;1;1;0;6;aceita;sem mobilha;532;3000;75;39;3646;3532;42498
8485;São Paulo;234;3;5;3;17;não aceita;mobilhado;2750;14000;1334;178;18260;16750;202512
8486;São Paulo;380;4;4;6;-;aceita;sem mobilha;0;6000;417;91;6508;6000;72508
8487;São Paulo;113;2;1;1;5;aceita;sem mobilha;1000;3000;50;39;4089;4000;48089
8488;São Paulo;160;3;3;2;-;aceita;sem mobilha;0;2500;192;38;2730;2500;30230
8489;Rio de Janeiro;80;2;1;0;3;não aceita;sem mobilha;450;1100;0;15;1565;1550;18615
8490;São Paulo;33;2;1;0;-;não aceita;sem mobilha;0;980;0;15;995;980;11775
8491;Porto Alegre;50;2;1;1;1;não aceita;sem mobilha;100;1500;0;22;1622;1600;19222
8492;Rio de Janeiro;65;1;1;0;4;aceita;sem mobilha;350;2200;30;29;2609;2550;30659
8493;São Paulo;40;1;1;0;-;aceita;sem mobilha;0;850;34;13;897;850;10247
8494;São Paulo;261;3;4;4;7;aceita;sem mobilha;2700;15000;834;191;18730;17700;213425
8495;Belo Horizonte;50;2;1;1;4;aceita;sem mobilha;158;1140;0;16;1314;1298;15592
8496;Porto Alegre;281;4;4;2;5;aceita;sem mobilha;1300;3500;410;52;5262;4800;58062
8497;São Paulo;119;2;1;1;-;não aceita;sem mobilha;0;1700;84;26;1810;1700;20510
8498;Belo Horizonte;52;2;1;1;6;aceita;sem mobilha;370;1000;111;14;1495;1370;16565
8499;Porto Alegre;40;1;1;0;2;não aceita;sem mobilha;282;850;43;13;1188;1132;13640
8500;Porto Alegre;47;1;1;0;3;aceita;sem mobilha;300;800;21;12;1133;1100;13233
8501;Porto Alegre;35;1;1;0;5;aceita;sem mobilha;330;1000;20;15;1365;1330;15995
8502;São Paulo;40;1;1;0;-;não aceita;sem mobilha;0;700;59;11;770;700;8470
8503;Belo Horizonte;55;2;1;1;3;aceita;sem mobilha;170;750;0;10;930;920;11050
8504;Rio de Janeiro;72;2;1;1;10;aceita;sem mobilha;870;1200;150;16;2236;2070;25006
8505;Porto Alegre;30;1;1;0;4;aceita;sem mobilha;360;600;17;9;986;960;11546
8506;Rio de Janeiro;57;1;1;1;2;aceita;sem mobilha;2900;11500;959;149;15510;14400;173908
8507;São Paulo;70;1;1;1;-;não aceita;sem mobilha;0;1100;0;17;1117;1100;13217
8508;São Paulo;63;2;2;1;20;aceita;sem mobilha;784;4500;136;58;5478;5284;63602
8509;São Paulo;220;3;4;3;11;aceita;mobilhado;3300;8000;1000;102;12400;11300;136702
8510;São Paulo;126;4;3;4;-;aceita;sem mobilha;0;3300;167;50;3517;3300;39817
8511;Porto Alegre;147;2;3;2;2;aceita;mobilhado;400;7900;75;116;8491;8300;99791
8512;São Paulo;70;3;2;1;10;não aceita;mobilhado;500;1940;77;25;2542;2440;29382
8513;São Paulo;99;2;1;1;14;aceita;sem mobilha;800;1800;0;23;2623;2600;31223
8514;Rio de Janeiro;90;3;1;0;2;aceita;sem mobilha;250;1500;140;20;1910;1750;21160
8515;Rio de Janeiro;100;2;1;0;1;não aceita;sem mobilha;360;1700;2;22;2084;2060;24744
8516;Rio de Janeiro;48;1;1;0;6;aceita;mobilhado;410;1300;25;17;1752;1710;20562
8517;Belo Horizonte;247;4;5;4;15;aceita;mobilhado;2795;12500;1458;167;16920;15295;185165
8518;São Paulo;443;5;5;4;3;aceita;mobilhado;4172;7000;1417;89;12680;11172;135570
8519;Rio de Janeiro;200;2;3;2;1;aceita;sem mobilha;2500;5200;250;68;8018;7700;92718
8520;Belo Horizonte;360;4;3;4;-;não aceita;sem mobilha;0;6500;181;107;6788;6500;78288
8521;São Paulo;20;1;1;0;-;aceita;mobilhado;602;1800;130;23;2555;2402;28977
8522;Rio de Janeiro;90;3;2;0;3;aceita;sem mobilha;1200;2570;242;34;4046;3770;45516
8523;São Paulo;297;4;4;6;-;aceita;sem mobilha;0;3000;392;46;3438;3000;36438
8524;Porto Alegre;180;3;3;2;3;aceita;sem mobilha;700;2700;175;40;3615;3400;41015
8525;São Paulo;54;1;2;1;13;aceita;mobilhado;1150;6000;0;77;7227;7150;85877
8526;Porto Alegre;90;2;2;1;3;não aceita;sem mobilha;400;2500;80;37;3017;2900;34917
8527;Campinas;105;3;3;2;12;aceita;sem mobilha;1150;2300;208;30;3688;3450;41638
8528;Porto Alegre;67;2;1;1;8;não aceita;mobilhado;600;2500;96;37;3233;3100;37333
8529;Campinas;45;1;1;0;1;aceita;sem mobilha;0;770;34;10;814;770;9284
8530;Belo Horizonte;33;1;1;1;3;aceita;sem mobilha;170;1600;9;22;1801;1770;21271
8531;São Paulo;45;1;1;0;2;não aceita;sem mobilha;160;620;15;8;803;780;9383
8532;Porto Alegre;127;3;3;0;5;aceita;sem mobilha;1295;1125;209;17;2646;2420;29266
8533;São Paulo;120;3;3;2;1;aceita;mobilhado;1100;8950;0;114;10160;10050;120714
8534;São Paulo;75;2;1;1;13;aceita;sem mobilha;600;1880;16;24;2520;2480;29800
8535;São Paulo;220;3;2;3;-;aceita;mobilhado;0;7800;215;118;8133;7800;93933
8536;São Paulo;50;1;1;1;17;não aceita;mobilhado;750;5000;0;64;5814;5750;69064
8537;Porto Alegre;115;3;2;1;3;aceita;sem mobilha;900;2500;250;37;3687;3400;41087
8538;Campinas;75;2;2;1;3;aceita;sem mobilha;706;2400;75;31;3212;3106;37378
8539;Rio de Janeiro;65;2;2;0;-;não aceita;sem mobilha;0;1305;0;20;1325;1305;15680
8540;Rio de Janeiro;39;1;1;0;2;não aceita;mobilhado;800;2300;98;30;3228;3100;37328
8541;São Paulo;200;2;3;2;-;aceita;sem mobilha;0;4000;196;61;4257;4000;48257
8542;São Paulo;72;2;1;0;14;aceita;sem mobilha;600;2560;0;33;3193;3160;37953
